text,label
ang sinasabi ko lang din naman ay tarantado kayo para magpakalat ng maling balita at bigyan ng bagong ibig sabihin ang mga sinabi ni bobby at hinihila niyo siya pababa para ibida yung idolo niyo,1
akala ko ba communication is the key haha tangina,0
pakshet lagi nalang akong malas,0
dalawang kupal,0
gago ah piggy back ride puchaang cute ni seungkwan jeonghan at jungwon kainis,0
ikaw nga neyshin haha putangina mo talaga,1
pakshet bakla daw ako sabi ni mama,0
naduduleng na ako sa math punyeta,0
tanga wag ka kiligin,1
tanga yung mala skusta yung galaw pero feeling malinis,1
pinapili mo pa ako punyeta,0
ang kupal mo naman,1
pakshet buti nakaleave ako,0
haha putangina,0
kundi ka ba naman bobo eh alam mong may girlfriend sasabihin mo yon haha,1
iyak ulit haha putangina,0
pakshet ano na,0
gago umamin ka na para masubo mo na chour,0
barya duh ka poor mo naman haha yuck diyos ko kadiri na bobo hoy tanga para ka talagang si bbm haha siguro no magnanakaw ka haha nc,1
gago ka ikaw ang tarantado mahiya ka naman sa balat mo,1
napaka tanga ko sa part na yun,0
bobo na tanga si cherie oh haha,1
ulol sa ating dalawa nga ikaw nalalaglag sa imburnal eh naglalakad lang biglang nangangalahati yung katawan,1
pucha di ako patutulugin nito tabi guys ako na toh,0
ang akin lang naman ikaw masaya na ako hindi pa bwiset ka sana hindi mo na ginulo buhay ko putangina ka haha pakyu,0
haha itutulog ko to haha pakshet parang nasa budhi ko na ata ang pagiging hateful na maganda,0
sinong bobo na nabuhusan yung kamay niya ng mainit na tubig,1
nagmumukha kayong tanga,1
ang hd pucha ang pogi mo david,0
tangina ka anong monster fucker,1
hindi talaga ako makatulog ng maayos kasi huhu yung gigo plush nalang niya pucha haha,0
good morning sa lahat maliban sa mga maiingay ang tunog na motor mga pakshet kayo,1
tangina kamukha ko nga si patrick,0
tangina bakit puro danilo nakikita ko mga tarantado,1
pucha inupload na din nila yung coachella vlog,0
kupal gaming na naman po siya,0
marvel na may subtitle pucha,0
kupal talaga to si aj nakakabadtrip,1
its been months putangina balak ko pa atang paabutin ito ng isang taon so bali isang taon pa akong iiyak nang iiyak nang iiyak,0
ayaw ko sagutin kung okay ako kasi iiyak ako haha punyeta,0
tangina nakasando lang nauulol na naman ako,0
mahirap ka pala talaga pauwiin pakshet ka,1
mga kupal kayo ganun na sitwasyon ng tita ko ginagago niyo pa mga kupal babalik din sa inyo mga ginagawa niyo sa tita ko,1
wala munang inuman bukas inubos niyo pera ko mga tarantado haha,0
tanga ang pangit mo pa rin,1
gago okay lang naman mag heart ka ng myday ng iba basta dun ka na,0
pagpatak ng walang ig post kasi may forehead kiss at side hug putangina binabaliw ko lang sarili ko,0
pakyu kayong dalawa,1
tangina kanina pa ako nababadtrip sayo pakshet ka sagad nathan talaga,1
ano yon punyeta,0
pakyu ikaw lang ba pwede maging fan ng stranger things,0
kaso yung iba kupal na plastik,1
kanina pa ako na susunghoon putangina niyo,1
pero medyo tanga ka sa part na yun,1
ang sakit ng ulo ko pakshet,0
dalawa sagot ko kasi hindi ko makilala ang kaibahan kung ano mismo yung tinatanong mo bwiset,0
pucha nahihiya talaga ako kahapon sa event tangina tapos yung naghatid pa sakin si ano pati sila ano,0
kapit lang abe gusto niyo din ba habulan puta,0
napaka tarantado talaga nitong babaeng ito,1
ulol hindi daw nag ffirst move haha,0
ayan na pakshet,0
yes finally deserve mo ng v fight pucha skypeia arc pa yung huli mong v,0
ulol mga panget,1
oh my gosh isa pa ayaw ni mom ko mag dorm yung eldest namin pero i asked if ako pwede magdorm since balak ko mag university scholar nga gago she said oh my god jei we will be dorm mates na isang thomasian at atenean lasallian di wow pakyu,0
yung kupal mong friend na binati ka pero picture nya pinost haha,0
pakyu talaga enlistment ng isa kang malaking trauma sa buhay ko haha,1
pakshet nalock twitter account ko,0
pinaka kupal sa lahat dami ko pa nakikita na tiktok edits nung gusto raw nila ng boyfriend kagaya ni sean haha goodluck na lang siguro,1
kupal kayo ha,1
pakyu mheljen mayroon ka nang kabebe time ah haha,0
gago wait akala ko nasa private ako napost ko sa public huhu,0
balik ko na nga sa chi dn ko tangina kasi ni thord panay pangit sa cio,1
mas bobo ka,1
tangina dami nanaman tuloy realizations sa akin dahil sa kupal na to chat chat pa kasi eh,0
tangina ayaw ko ng surprise na bisita kung kayo lang din naman puta kayo,1
kingina kasi ng hotel na to kaloka napaka kupal,1
masama pa din loob ko sayong pakshet ka sinalubong ko yun nang umiiyak ang daming date new year mo ako iniwan pakyu,1
bwiset na bwiset na ako ah mga putangina niyo,1
haha pakshet so ito na nga diba,0
tarantado ka talaga madumb,0
di ako makapagtweet at message kanina wala ako load punyeta,0
gago health care week next week pero nagpaulan ng gawain prof ko sa sustainable tour what the heal,0
gabi na pero ang init pa din punyeta,0
girls tarantado talaga yung mga bf niyo,1
gusto ko talaga matutunan yung hot eh kaso napanood ko yung sayaw ni wonie tangina pinahirapan pa ako,0
nalason nanaman ng palaka yung aso ko punyeta naiiyak na ako please pray for him na nasugod agad siya at maagapan,0
mai ang pogi mo rito oh grabe kung ako sayo sakin ka na lang tarantado,0
bobo ka lang kasi maglaro,1
di na ko natutuwa sa mga pantal ko ha punyeta haha,0
gwapong tarantado amen pawer,0
walang mgawa sa mundo mga kupal yan sige ipagpatuloy niyo lang mga kakupalan niyo mga gunggong,1
kinakain na ako ng imahinasyon ko dito putangina,0
hindi ako nakailag sa binatong hollow blocks pucha,0
haha bwiset ka talaga feeling boss ampota bait bait ko na nga eh,0
teka lang gago isa isa lang punyeta kayo,1
wala di maka tagal sa pag seselpon bwiset sakit na ng ulo ko,0
tarantado ka sky may nag reply,1
bwiset na exam sa pmnl to bakit ganun,0
ang bad timing ng sore throat puta kati ng lalamunan ko,0
nakakabwisit tangina,0
hoy puta haha ano yun,0
gagi puta ayoko na nga,0
gago wait bakit ka nananakot masaya na po ako pero pakshet parang hindi maganda ito,0
ang lampa mo namang pakyu ka,1
haha bwiset ka,0
daming dala puta haha return to office or maglalayas,0
talaga ba ulol,1
grabe na chikahan yun umabot ng ala una pakshet haha,0
ulol sigurado na second year na ako sa sunod na school year,0
mga pakshet lol,1
tanga mo,1
may naalala lang ako sis diba ang pangarap mo sa buhay ay maging asawa at magka anak at tumira sa bukid punyeta eh sa lahat ng pangarap mo maging asawa lang natupad eh galing pa sa agaw kamusta naman yung having a child mo ano nabulok nalang yang matress mo kakaiyot,1
pogi mong aso ka kaso ang kupal mo nga lang haha,0
inggit na inggit ako sa mga pupunta sa aurora puta,0
ikaw lang may gusto niyan ulol,1
nasunog ko bwiset na yan haha,0
tapos na po ba ang tanga era niyo,0
putangina bakit badtrip na badtrip ako,0
same bobo ko talaga feeling ko mapapahiya ako tuwing recitation,0
di ako maka keep up andito kasi ako punyeta wala naman ako pambili,0
is kupal a bad word tinanong ko si mama ano ibig sabihin tapos tinignan nya ako ng parang ano wtf,0
punyeta tanggalin niyo nga ako sa mentions niyo,1
pucha ngayon pa lang nagsink in yung slogan ng golden means ginintuang presyo ng bilihin,0
paano naging ganon pucha,0
putangina mo ka gago ka tangina mo pakyu hayop tarantado,1
first day na bukas kinakabahan ako pakshet,0
ulol utak mo may ubo tanga,1
tangina inc is waving grabe ka na happy mid year pakshet,0
walang na wala na kayong mauuto tawagan tawagan kita tapos in another call ulol tangina mo,1
wag kana mag explain parehas lang naman kayong bobo,1
haha benta ulol,0
pagkahagis ng bola sa akin umalog bungo ko eh puta,0
nayeon ang ganda mo pakshet,0
haha alam mo yan pero sayo lang ako ulol,0
lakas naman ng loob mong isuot yung jacket na di sayo bwiset ka,1
address the problems crisis philippines is currently facing magupload vlog at magparty party lang priorities ng pakshet na administration na to ay kagaguhan,1
ang bilis mo pucha ka,1
tanga na kung tanga pero magtitiis ako kahit masakit magstay ka lang sakin,0
bwiset tong isang kaklase ni dave panira sa post ko what if sakalin ko siya nakakainis eh,1
ulol ka pakyu nagtanong lang ako,1
pakyu ayoko lang mapahiya ka,1
akala ko naman mapapa cravings satisfied na ako lasang ketchup naman ang puta,0
kabit lang ba ako option lang rebound ba haha putangina gulong gulo nako ,0
hirap ng javascript haha basic pa lang yun bes nasstress na ko pucha,0
ganda mo gago,0
mga kupal ampota,1
deserb maexpose haha napaka kupal niyan,1
sana matuloy yung bakasyon kasi kung hindi magwawala ako mga tarantado,1
tama na kakasugod ko ngayon punyeta,0
tangina mo superstar putangina yeuwj putangina naiirita ako tangina mo napindot ko naman anong miss tangina hambalusin ko gumawa nito pukingina moh naiinis ako puro ako stars lg sa hard putangina,1
hinihingal ako mag akyat baba sa hagdan para lang mag cr bwiset na loose bowel movement,0
nagiging masaya palang ako sa kaniya naninira na yung mga tanga,1
pano ba ma snooze to delete ito punyeta,0
parang tanga kinikilig talaga ako,0
tanggap mo na bobo ka at walang narating sa buhay,1
pakyu pero konti lang haha tangina mo,1
bwiset na twitter circle to may favoritism gusto ko lang naman magshare ng kaacclaan,1
putangina may snitch sa gc namin,1
ang sakit ng episode pakshet,0
puta di ko pa naedit inaantok na ako,0
talaga ba nami pakyu,1
pag kinakausap kita lagi naiirita ako bwiset bakit,0
haha nakalimutan ko pala batiin kapatid ng kaibigan ko puta siya pa naman unang bumati sakin nung bday ko,0
tangina mo kupal amputa pang block na yun eh,1
ang cute bwiset,0
bwiset na mga maps to,0
yes ako ng yes akala ko bukas pa yun pala meeting ngayon hay bwiset,0
punyeta sabay sabay pa di ko na alam,0
tarantado kasi bakit ashley pangalan ko,0
stress ako pakshet,0
napaka tarantado sa akin,0
tarantado ka lazada hindi ikaw yung notif na hinihintay ko,1
gago mga beh naeexcite na kinakabahan talaga ako puta di ko naman birthday,0
mas masakit nga pala yung no label breakup bwiset,0
wala ka pang alam bobo ka ba,1
pakshet lumalabas sa tiktok ko puro dark secret ng cc,0
nakakainis si dim sa lahat ng bagay puro mali na lang nakikita putangina nakakairita kaya,1
pucha paiyak nako eh tapos may lumabas na mga stars,0
ang aga ko naman nagising punyeta,0
tinanong ni papa kung kailan yung possible year na graduate sabi ko baka tapos dinugtungan ko ng what if pa nabuntis ako ng maaga nag asawa na ako pag year haha tarantado daw ako and hindi raw ako nakakatuwa korique po,0
putangina anong oras na hanggang ngayon naghahanap pa rin ako ng isusuot ko bukas,0
baka maging sabagal ka pa sa acads ko pakyu,1
mag tatampo na sana ako kaso pucha napatawa niya ako haha,0
putangina nasasaktan ako wag niyo akong kausapin,0
alexa papakitaan kayo ni laziz ng sarili niyang eagle haha puta double meaning,0
kupal din minsan itong shopee eh,1
pakyu gawin mo to ngayon hayop ka,1
kupal siya eh,1
bwiset talaga yung cockroach na nangagat ng eyelid ko,1
putangina talaga gago tangina naman ni deib,1
gago nagkaculto na,0
ang mahalaga pepetiks na lang ako for the rest of the day dahil tapos na ang araw ko mga pakshet kayong lahat haha,0
ang sakit sa mata ng mga memes ni levi punyeta,0
tangina ka talaga akina,1
tinawag niyo kong bobo edi seryosohin ko sinabi ninyo,0
sakit ng singaw ko pucha,0
tropa mong kupal di mo yan dapat ikeep hihilain ka lang nyan pababa,1
yan lang ibang mga kasama niya sa group picture tanga,1
napaka tarantado nito ni echo,0
sinigang na pork at tinola puta ang sarap,0
kabadong kabado na ako tapos siya tuwanag tuwa sa pang aasar niya sa nanay niya tungkol sakin ampota kupal talaga,1
para sa tanga nanaman,1
tanginang sino ba yang dyib lhor na yan na chat ng chat parang bobo,1
ang bobo ko talaga sa password di ko mabuksan yung emoji na sinend ni ken di ko magets yun,0
putangina ang gwapo nila parang yumanig buhay ko,0
tangina si eron at tatin eh ang kulit haha,0
pakshet talaga ito si heart at bea kapag nagkwekwento,1
tawang tawa ako sa hi haha pucha new friend yarn,0
proud basagolerows ba eka haha ulol mga bugok,1
sige magdiwang ka pa sa wattpad bwiset ka,1
akala kase laging lumalandi pakyu,1
gago yung pinsan kong mas bata sakin may lablayp na pucha ano na ko neto,0
well yan din gawin mo punyeta ka,1
ngayon ko lang nakita pucha haha,0
pagod na pagod na yung utak ko tangina,0
putangina mo trace bwisit ka gago umalis ka nga naiinis ako,1
katamad pumasok bukas eh pucha change sched kasi kundi lang holiday di ko papasukan sadya yun,0
nakakaumay tangina,0
ganda ng tutok ko o tanga lang mga kalaban,0
sana bobo ka,1
tangina niyo pledis as stan malaki galit ko sa inyo pakyu,1
bwiset na raven sakin daw nagmana ng karupukan,1
ulol mo haha bobo ka,1
guard may tanga dalawa pa,1
ulol ayoko nga di mo ako tinag sa never say die mo,0
putangina haha ayoko na,0
kinain ko pride ko potangina wala naman kasi yatang balak magchat si kupal,1
hindi na ulit pucha ka talaga accre,1
tarantado ka talaga love,1
mga putangina kayong lahat mga bwiset punyeta,1
puta hirap na hirap ako magtype haha tangina ng fake nails na ito,0
ulol po ako,0
bwiset ka tito,1
bobo hindi gusto mo dyan pa kami matulog,0
hello kakagising ko lang haha napanaginipan ko pa fts albums ko pucha,0
maayos mood niya gagi pakshet,0
haha bobo next month pa tapos ng school year natin,0
gago ang lungkot pala ng part na to,0
bobo ang traffic kanina,0
nagsoscroll lang ako rito tapos nasabihan pa ng plastic pucha,0
tarantado lagpas isang araw aabutin mo niyan,1
gago nagtataka pa ako bakit dalawang chan nakita ko,0
ang init naman pucha,0
aga aga naistress ako sa sinasagutan ko punyeta,0
bwiset ha,1
ano naman haha pakshet,0
ano yan gago,0
miss ko na mga boys ko punyeta patapos na din itong week dalawa na lang bukas at isa sa sat,0
pakshet ngayon ko lang nakita to pero mismam marry me,0
nilagnat ulit ako haha punyeta,0
ganda mo pakyu,0
todo abang ako if may be ambitious tarantado hanggang ep one lang pala,0
gago junhui chill lang kasi private unfollow ni rrhein tarantado talaga ito,1
may swimming raw kami sa sabado yes sumama ka puta,0
ulol balik ka na sa selda mo,1
sakit ng tiyan ko gago,0
nakakahulas talaga hangin sa maynila pucha live tweet ko lang struggle namin galing naia,0
may napagbigyan na namang kupal,1
bibigay ko na nga phone ko bwiset,0
ah si ano aba tanginamo ah wag ka sana balikan pakyu,1
dami kong sinuka kanina gago,0
bobo ko nag eexpect ako e naka block nga siya tsk,0
haha putangina niya ,0
mas maraming beses pa ako namatay dito kaysa sa boss fights punyeta,0
bwiset na school uniform yan daming pwedeng ilagay sa bulsa,1
tangina mo philhealth isa ka pa tax pakyu,1
haha gago may nagrequest pa nga na gusto niya raw malaman bakit namatay tangina masokista,0
akala mo wala lang yung pagupit gupit ko ngayon mo ako subukan tarantado mapapatanggap ka nalang sa gagawin ko sayo ng isang bagsakan,1
wag mong totohanin gago ka,1
pakshet baka magkalat bashers haha,0
kakawithdraw ko lang ng pera wala pang isang oras ubos na agad haha ang gastos ko punyeta,0
ulol hago tanginamo true,1
ay pucha,0
haha puta kadiri,0
mga ulol nagbago ako para sa sarili ko hindi para sa inyo,1
ingay nila kim sa labas tangina mo kim and friends,1
tarantado din itong mata ko ehh,0
pag kupal nga naman kasawa makisama,1
teka nagcocode ako bwiset ka,1
bobo na nga magulang mo dadagdag ka pa,1
gago ang hirap tumawa sa dorm ng ganto oras bwiset na comments sa tiktok haha,0
ulol bala kayo jan years ako magtatampo,0
sana naman umuwi na manifesto ko noh pang bday gift ko na yan sa sarili ko puta di pa nadating,0
tarantado nga eh haha baka sa next retrieval na lang ako magpapasa haha biglaan kasi ang puta,0
ito pala yung nakita ko sa tiktok na wag daw magalit kila ken kasi may reason daw kung bakit nila yun ginawa kay rajj tangina nakakainis naspoil ako noon bwiset,0
tangina laptrip rp nila wrecker hayop haha,0
wait lang puta haha,0
sino ka putangina mo sasapakin kita,1
halika kupal icon nalang tayo para payag na kaming lahat,0
puta gusto ko bumili ayoko na huhu,0
kailangan ko ng peace of mind ngayon pakshet,0
hindi tumaas balahibo ko nung kasama ko kayo mga ulol,1
tarantado ka talaga noh,1
nahagulgol na naman ako raynaw bakit ko ba iniiyakan tong mga lalaki na to punyeta siya,1
dumaan na rin ako sa phase na yan haha yung sa sobrang pagka in love mo di mo napapansin na bare minimum lang lahat yan tapos ulol na ulol ka,0
tumotoxic nanaman old habits never dies pakyu po,1
haha tangina na yan pakyu talaga kung sino ka man,1
ay pakshet ang ganda,0
while watching tumunog ang doorbell may bibili sa tindahan kuha remote pause pakshet sa kapamilya channel nga pala ko nanonood,0
ubos na tapos lagi pang nagmumukhang tanga,0
bakit kasi nagcecellphone sa banyo tatanga tanga talaga kayo,1
bro ang tanga lang,0
gago beh ano ibig sabihin ng ganito sumasabog na utak ko ah bente na si belle,0
haha tangina kasi paasa haha,0
natapos ko nanaman ng isang upuan dots pakshet ka song joong ki napakapogi,0
putangina mo gago motherfucker shit punyeta ka,1
